Id,SalePrice
1461,117040.25923875862
1462,164383.39005391108
1463,193150.93610747796
1464,192120.0816787953
1465,189607.5907658431
1466,170984.1875279649
1467,170952.6524156667
1468,162530.30568224352
1469,188030.44753120188
1470,127548.68919981994
1471,196546.04337582682
1472,93218.80156023618
1473,94764.46061982843
1474,150191.92776309748
1475,119655.40727518065
1476,379307.9909888199
1477,258978.33157037117
1478,297022.95700394135
1479,298616.84063905315
1480,475233.5340190709
1481,323662.6259980217
1482,205151.75520851888
1483,162678.94361740738
1484,165652.69807000837
1485,178540.14828369164
1486,193683.27791183765
1487,350847.7975686158
1488,235112.26917879473
1489,211091.34614896713
1490,217508.69222079805
1491,188528.81415507407
1492,91447.07189277152
1493,181837.41752629573
1494,301716.4490694556
1495,307051.870378428
1496,245748.65624635422
1497,186910.17588489506
1498,162952.47607522635
1499,160956.86014305038
1500,148669.08602962308
1501,189755.21942687203
1502,155560.42785383237
1503,275583.3395243859
1504,244126.9614022557
1505,224518.43144962628
1506,189558.85405466217
1507,239957.7477497845
1508,202041.16043954046
1509,161196.22896267712
1510,146062.29422190756
1511,141881.05981819332
1512,175149.58141938364
1513,137820.26165898758
1514,163623.2511432335
1515,190901.41758996857
1516,145865.6890626509
1517,161313.69320741607
1518,127674.96998309603
1519,215956.9500955991
1520,137580.40537296637
1521,139397.76381938826
1522,164212.5538800913
1523,113492.40549404995
1524,123675.86082277252
1525,125778.87549687424
1526,113038.56186821163
1527,112043.75541360064
1528,131351.93404455984
1529,142524.29898313878
1530,173110.76058314144
1531,126521.81185549882
1532,97621.75299572796
1533,152443.17646092377
1534,117209.0494086359
1535,147178.9041511182
1536,106547.30971455277
1537,67265.64861849326
1538,153240.86358246856
1539,201416.7461741419
1540,102608.79650877613
1541,137059.81861164598
1542,131596.9344110968
1543,211641.41200157083
1544,81480.78716829137
1545,95616.51649048895
1546,131329.32453377254
1547,133156.12620016217
1548,130773.69214876101
1549,109498.83443326007
1550,133105.3223563236
1551,110607.27738956727
1552,143103.84301179706
1553,149100.05462646423
1554,108534.6581182663
1555,178886.79886788546
1556,95229.63183119464
1557,106028.40992018365
1558,90701.26405373181
1559,98388.3081570484
1560,129307.41356474967
1561,140032.5610227233
1562,126687.34506372716
1563,124606.5557994834
1564,163143.4154165421
1565,151739.7090532227
1566,246198.6347996079
1567,74281.39463000331
1568,237983.85075231997
1569,152164.1305747426
1570,144552.24710240838
1571,129273.38666583618
1572,152581.59297725142
1573,259179.3058179882
1574,106324.0419479711
1575,233304.05131720862
1576,238336.60043416696
1577,195882.47481890238
1578,143888.11967271497
1579,148206.8245795742
1580,195488.23321048947
1581,163043.75198077282
1582,126372.64336310435
1583,330149.5665342498
1584,227026.86257943188
1585,138986.02224575417
1586,69482.18781503449
1587,92992.2471758747
1588,156948.68119480056
1589,90724.42061248465
1590,131359.4279238034
1591,93579.96104128713
1592,119689.39327117326
1593,125706.91708061637
1594,153034.98754634263
1595,107625.60357407575
1596,229753.8898252486
1597,182889.8455435511
1598,197543.55035832766
1599,186420.75910852512
1600,173069.65269498012
1601,67782.13645062252
1602,105307.91249135943
1603,93844.02369318863
1604,283480.22382681665
1605,246071.1261118798
1606,164328.30579400854
1607,182969.31677222776
1608,218530.9777172305
1609,189403.230322552
1610,150540.31389143874
1611,142244.0627020764
1612,158013.6556330324
1613,155153.32324781347
1614,132740.29223007712
1615,88997.03126330786
1616,64587.04975098882
1617,89302.36328485956
1618,125958.71418311122
1619,150622.001743821
1620,168231.4988165474
1621,131127.3909450774
1622,141119.55472346654
1623,277772.5370718834
1624,202440.82863204303
1625,122187.84978955143
1626,161180.53407019132
1627,185131.32400413515
1628,287499.61988899496
1629,186297.05248354748
1630,353710.6492634183
1631,214763.92121768548
1632,245392.17168323536
1633,180180.47637912806
1634,182867.8048248567
1635,179099.3301430533
1636,151153.9839617884
1637,192846.57467942635
1638,208334.9848899886
1639,180837.80219422796
1640,273739.93162171
1641,173644.35145809423
1642,227349.80947976775
1643,225442.87373609986
1644,232352.9439656544
1645,195034.23602591167
1646,160252.5042187352
1647,165260.7435897127
1648,130962.12769535091
1649,140202.3218101972
1650,114522.96037048049
1651,125546.34616594325
1652,91006.65898886764
1653,93092.5963513971
1654,146217.41013445696
1655,154543.80346418117
1656,140350.65674912484
1657,144834.94633055595
1658,141153.12601276778
1659,129691.93073443424
1660,151893.0422012775
1661,463607.94845433894
1662,400393.4178349507
1663,391164.96996129584
1664,412692.106548185
1665,292509.24575527816
1666,345107.57803390094
1667,379971.4996634949
1668,329499.01343944075
1669,295712.8981922042
1670,346677.02378224256
1671,247621.07662910424
1672,451564.440685481
1673,300728.97279843263
1674,248955.34468795365
1675,179542.51464151894
1676,179142.02635612153
1677,211537.24926875922
1678,453227.2656266573
1679,390935.1040527104
1680,332601.82157589623
1681,250857.53608753078
1682,315139.92578362813
1683,178493.8652976922
1684,169565.14094051984
1685,166280.63508866495
1686,168389.4353531075
1687,172889.06101654214
1688,190658.58936542226
1689,192645.62135063703
1690,196785.72255918093
1691,184314.83739247746
1692,273384.04899356235
1693,169766.65103731529
1694,183501.346998808
1695,166494.90452999194
1696,274142.3121418031
1697,171499.97949462014
1698,372328.00919532473
1699,319344.62585202337
1700,248264.3064926077
1701,270040.1145354238
1702,259347.48055159522
1703,248467.85411427004
1704,285007.40802914975
1705,238506.19338999173
1706,407607.9622359285
1707,227592.74002949995
1708,206502.2787770271
1709,286475.7505954828
1710,223568.2873699393
1711,255070.29400524625
1712,265086.41485204396
1713,265653.24924911757
1714,227190.3307439384
1715,207525.83141874266
1716,176391.52110452726
1717,173997.92079690687
1718,129369.81562322307
1719,200465.94341136236
1720,248752.24802497818
1721,165217.1468078875
1722,122128.32073007003
1723,153324.4462202863
1724,214243.01766663074
1725,237308.72759154614
1726,183921.68623507948
1727,153485.0344662136
1728,173543.44864528946
1729,164889.67441437792
1730,161366.02574981868
1731,119606.66184325611
1732,129405.27960068037
1733,119401.01315441879
1734,121833.16765866248
1735,131211.17267013527
1736,118928.26708645636
1737,340750.44816937565
1738,224518.47414567316
1739,256269.7593942852
1740,210668.26093246034
1741,193872.939383842
1742,167561.62152464563
1743,175979.3322552149
1744,302513.6015220642
1745,222581.95557604873
1746,224670.2789799972
1747,236191.86923545346
1748,233615.48884165403
1749,151322.44761560883
1750,127637.98860727611
1751,252153.29551767
1752,120727.79743157426
1753,145460.39429509256
1754,198861.00047130068
1755,167185.39337882202
1756,133034.23393350712
1757,118344.33227400269
1758,156625.9540329791
1759,158679.78476688554
1760,168127.57682931225
1761,141132.2117369002
1762,180374.54297914857
1763,162685.4087398509
1764,119708.38354713275
1765,170959.03880792164
1766,168538.1502713407
1767,210149.68087575457
1768,147551.07538734315
1769,183401.9368168867
1770,145531.26225951407
1771,117977.9926260176
1772,139135.49116840574
1773,143341.0699390442
1774,139790.0118853856
1775,136492.05840368278
1776,124017.0966409996
1777,111867.43410442359
1778,140800.75680304808
1779,113867.91036153135
1780,165252.70191280544
1781,132069.36567792197
1782,97878.56558082276
1783,139129.6165171596
1784,104986.58629559456
1785,116744.66513372598
1786,159783.31841447804
1787,165630.07964896984
1788,59882.51904696334
1789,102151.00603266656
1790,84373.25154190899
1791,170250.64986693076
1792,153483.71538246694
1793,127816.06765164698
1794,146487.68976626365
1795,131335.9247047663
1796,134784.34541313298
1797,105405.68359802909
1798,122286.163828216
1799,112959.83255532388
1800,132064.21204584942
1801,125789.99819480072
1802,121341.49410245946
1803,143673.5121846429
1804,144576.45035803856
1805,140659.16690462685
1806,121407.26029153008
1807,128679.86896231328
1808,126910.03697613331
1809,116068.0382966826
1810,138499.53257526737
1811,93102.60262836848
1812,94010.91893596527
1813,124182.79708378561
1814,93870.21113747488
1815,49454.47152070899
1816,98927.19807171013
1817,113953.79329316758
1818,157441.68045999142
1819,120312.60636271382
1820,64679.79302327731
1821,115537.71811226149
1822,148661.4428131301
1823,45880.54851252306
1824,135677.98019970767
1825,139272.46492593072
1826,109800.76067048765
1827,93396.19763942329
1828,130116.1508712202
1829,120657.06586588427
1830,137884.16035411303
1831,157511.95514797256
1832,106315.05604099152
1833,143118.46586855763
1834,126370.82999560423
1835,135573.32854984404
1836,128445.64448069394
1837,93752.01445583024
1838,117453.4870361084
1839,93743.43779658955
1840,166465.55791941256
1841,142651.41849279404
1842,85656.05886237489
1843,132375.5980217714
1844,136318.7509354596
1845,146006.46080143127
1846,146067.11406537733
1847,173444.73908664138
1848,49975.00761296795
1849,110617.3954272547
1850,120312.29667357047
1851,157965.9233610652
1852,131033.35616740392
1853,135967.68181637418
1854,171820.75162890277
1855,147078.15767216057
1856,220496.9685138603
1857,163966.97109058403
1858,138135.47681780654
1859,115282.73946294442
1860,155558.44067967153
1861,116839.58500258412
1862,290787.37187046517
1863,278866.8153049265
1864,278866.8153049265
1865,337650.7556532095
1866,339837.98446559673
1867,236816.89646152244
1868,303130.86442593974
1869,199537.07482790475
1870,234310.5002125539
1871,253249.29140363503
1872,159104.46467764827
1873,238154.41998528194
1874,151633.88049375886
1875,206532.3583967803
1876,192542.57335225964
1877,215468.93440757037
1878,204592.47260881943
1879,138093.49880318792
1880,138715.1359363239
1881,232170.19155158274
1882,258148.89156465576
1883,181023.10903109194
1884,202982.3804353071
1885,254043.91378632083
1886,304363.66694437596
1887,208991.34681089307
1888,276350.3488993234
1889,151433.37890823418
1890,131255.19783471094
1891,137140.52028722464
1892,105357.84383997541
1893,138551.48469730304
1894,134449.96575884405
1895,137277.14464913335
1896,132003.7129388266
1897,113637.7101662232
1898,115345.53261875673
1899,150234.49570931238
1900,145749.74831205516
1901,164352.11848761534
1902,140349.26513241805
1903,218440.75716472103
1904,138492.22996944643
1905,182704.17542430115
1906,167516.47969747588
1907,203222.24168630378
1908,105586.62939468697
1909,135953.77759852252
1910,116978.59608648502
1911,202218.97731484918
1912,302614.18073079386
1913,155700.51040415163
1914,61368.268019206385
1915,325701.7057707009
1916,72534.87713337611
1917,257529.79484906697
1918,139218.26342610517
1919,173969.50468317623
1920,138613.07659307861
1921,421071.56082442694
1922,323554.55355340644
1923,220130.37271075574
1924,228271.827094807
1925,203027.65914801028
1926,408023.1549051767
1927,142333.08469365624
1928,153698.85688364474
1929,127120.36667429251
1930,131670.32754104497
1931,141768.8952139541
1932,132642.0355771038
1933,188727.5911382257
1934,174997.39850727035
1935,169890.41200311595
1936,188051.60036692835
1937,180801.0589718987
1938,172404.9480889432
1939,245851.63917231173
1940,187239.00634531767
1941,170772.23182601004
1942,178847.16705259116
1943,212600.5692274768
1944,336487.0397417719
1945,387146.63720629073
1946,151208.86011729157
